Bug ID,Bug Title,Steps,Module,Module Wise,Expected Results,Actual Results,Acceptance Criteria
BUG-0990,ATM withdrawal receipt missing #989,Step 1: Insert debit card into ATM machine -> Step 2: Select preferred language -> Step 3: Enter 4-digit ATM PIN -> Step 4: Select Cash Withdrawal from menu -> Step 5: Choose account type (Savings/Current) -> Step 6: Enter withdrawal amount -> Step 7: Confirm the transaction -> Step 8: Collect cash and receipt -> Step 9: Verify correct amount dispensed and receipt printed,ATM Services,ATM Services Wise,ATM should display an appropriate error message and return the card if an incorrect PIN is entered 3 times consecutively,System failed to perform as expected,Operation must meet functional and business requirements
BUG-0991,Interest calculation incorrect for savings #990,Step 1: Login to the banking portal -> Step 2: Navigate to Account Management section -> Step 3: Click Open New Account -> Step 4: Select account type (Savings/Current/Fixed Deposit) -> Step 5: Fill in personal details and nominee information -> Step 6: Upload KYC documents -> Step 7: Review and submit application -> Step 8: Verify account opening request confirmation,Account Management,Account Management Wise,Address update request should be submitted and marked as pending approval with an estimated processing timeline,System failed to perform as expected,Operation must meet functional and business requirements
BUG-0992,Duplicate transaction in statement #991,Step 1: Insert debit card into ATM machine -> Step 2: Select preferred language -> Step 3: Enter 4-digit ATM PIN -> Step 4: Select Cash Withdrawal from menu -> Step 5: Choose account type (Savings/Current) -> Step 6: Enter withdrawal amount -> Step 7: Confirm the transaction -> Step 8: Collect cash and receipt -> Step 9: Verify correct amount dispensed and receipt printed,ATM Services,ATM Services Wise,Cash deposit at ATM should be counted accurately and credited to the account with a printed deposit receipt,System failed to perform as expected,Operation must meet functional and business requirements
BUG-0993,ATM withdrawal receipt missing #992,Step 1: Login to the banking portal -> Step 2: Navigate to Bill Payments section -> Step 3: Select biller category (Electricity/Water/Gas/Telecom) -> Step 4: Choose biller name from list -> Step 5: Enter consumer/account number -> Step 6: Fetch bill amount -> Step 7: Verify bill details displayed -> Step 8: Select payment account -> Step 9: Click Pay Now -> Step 10: Verify payment confirmation and transaction reference,Bill Payments,Bill Payments Wise,Bill payment should fail gracefully with a clear error message if the account has insufficient funds,System failed to perform as expected,Operation must meet functional and business requirements
BUG-0994,Funds transfer not updating balance #993,Step 1: Navigate to Forgot Password page -> Step 2: Enter registered email/phone -> Step 3: Click Send Reset Link -> Step 4: Open reset link from email -> Step 5: Enter new password and confirm -> Step 6: Verify password reset success message,Authentication,Authentication Wise,Session should expire after the configured timeout period and user should be redirected to the login page with an expiry message,System failed to perform as expected,Operation must meet functional and business requirements
BUG-0995,Login fails with valid credentials #994,Step 1: Login to the banking portal -> Step 2: Navigate to Bill Payments section -> Step 3: Select biller category (Electricity/Water/Gas/Telecom) -> Step 4: Choose biller name from list -> Step 5: Enter consumer/account number -> Step 6: Fetch bill amount -> Step 7: Verify bill details displayed -> Step 8: Select payment account -> Step 9: Click Pay Now -> Step 10: Verify payment confirmation and transaction reference,Bill Payments,Bill Payments Wise,Scheduled bill payment should be set up successfully and should execute automatically on the configured dates,System failed to perform as expected,Operation must meet functional and business requirements
BUG-0996,Funds transfer not updating balance #995,Step 1: Login to the banking portal -> Step 2: Navigate to Funds Transfer section -> Step 3: Select source account from dropdown -> Step 4: Enter beneficiary account number and IFSC code -> Step 5: Enter transfer amount and remarks -> Step 6: Review transfer details on confirmation page -> Step 7: Click Confirm Transfer -> Step 8: Verify transaction success message and reference number,Funds Transfer,Funds Transfer Wise,Daily transfer limit exceeded error should be displayed when the transfer amount exceeds the configured limit,System failed to perform as expected,Operation must meet functional and business requirements
BUG-0997,Interest calculation incorrect for savings #996,Step 1: Login to net banking -> Step 2: Go to Bill Payments > Scheduled Payments -> Step 3: Click Add New Schedule -> Step 4: Select biller and enter details -> Step 5: Set payment frequency (Monthly/Quarterly) -> Step 6: Set start date and end date -> Step 7: Confirm auto-pay setup -> Step 8: Verify scheduled payment appears in list,Bill Payments,Bill Payments Wise,Bill payment should fail gracefully with a clear error message if the account has insufficient funds,System failed to perform as expected,Operation must meet functional and business requirements
BUG-0998,Funds transfer not updating balance #997,Step 1: Open mobile banking app -> Step 2: Login -> Step 3: Go to Settings > Profile -> Step 4: Tap Update Email/Phone -> Step 5: Enter new contact details -> Step 6: Verify OTP on old and new number/email -> Step 7: Confirm update success message,Mobile Banking,Mobile Banking Wise,"Mobile app should display all account details, recent transactions, and balance accurately upon login",System failed to perform as expected,Operation must meet functional and business requirements
BUG-0999,Duplicate transaction in statement #998,Step 1: Login to the banking portal -> Step 2: Navigate to Funds Transfer section -> Step 3: Select source account from dropdown -> Step 4: Enter beneficiary account number and IFSC code -> Step 5: Enter transfer amount and remarks -> Step 6: Review transfer details on confirmation page -> Step 7: Click Confirm Transfer -> Step 8: Verify transaction success message and reference number,Funds Transfer,Funds Transfer Wise,IMPS transfer should be completed instantly and both sender and receiver should receive real-time SMS/push notification,System failed to perform as expected,Operation must meet functional and business requirements
